road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-AMS-1105,De Pijpweg,Boulevard,Amsterdam,Netherlands,De Pijp,7.6,6,50,8894,1,0,1,1,1,1,0,0.0,EUR,0,0.0,Good,LED,Semi-Actuated,State/Provincial,52.314778,4.967022,52.296932,4.950847,9479,1120,1976,2022-03-12,2024-11-20,2021-02-05,0,1,0,0,56.4,242.5
RD-AMS-1106,S461,Local Street,Amsterdam,Netherlands,Slotermeer,1.4,2,40,1205,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,Private,52.401765,4.945079,52.403676,4.929074,2221,189,1987,2023-11-24,2024-04-16,2020-03-11,0,0,0,0,82.3,46.4
RD-AMS-1107,Westerparkstraat,Toll Road,Amsterdam,Netherlands,Westerpark,38.8,8,120,16749,0,0,1,0,0,0,1,3.0,EUR,0,0.0,Fair,LED,None,National,52.32365,4.8314,52.308614,4.842292,26907,2383,1989,2022-11-29,2024-06-18,2020-10-17,1,0,1,0,65.9,229.1
RD-AMS-1108,Ring A137,Ring Road,Amsterdam,Netherlands,Jordaan,60.9,8,80,16026,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Excellent,None,Actuated,Federal,52.30169,4.856158,52.325781,4.871504,9560,1228,1984,2022-09-07,2024-10-26,2021-11-15,1,1,1,7,71.1,180.8
RD-AMS-1109,Ring A143,Collector Road,Amsterdam,Netherlands,Oud-West,5.3,4,50,4823,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Fair,Solar LED,Semi-Actuated,National,52.319408,4.954564,52.342394,4.932722,5525,460,1962,2022-12-04,2024-11-29,2023-01-07,1,0,0,0,75.2,288.1
RD-AMS-1110,A713,Ring Road,Amsterdam,Netherlands,Watergraafsmeer,30.7,4,100,8091,0,0,1,1,1,0,0,0.0,EUR,0,0.0,Under Repair,LED,Adaptive SCOOT,National,52.30775,4.909499,52.289492,4.889935,7873,788,1999,2023-07-26,2024-06-26,2023-04-14,1,1,1,1,66.8,368.6
RD-AMS-1111,Zuidoostweg,Ring Road,Amsterdam,Netherlands,Zuidoost,57.1,6,100,11834,0,0,1,1,0,0,0,0.0,EUR,0,0.0,Good,None,Fixed Timer,National,52.347405,4.88363,52.3499,4.871969,18494,2061,1985,2023-03-04,2024-04-23,2020-11-20,1,0,1,0,56.2,187.7
RD-AMS-1112,Centrumstraat,Collector Road,Amsterdam,Netherlands,Centrum,2.5,2,40,2522,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Fair,None,Fixed Timer,Private,52.44401,4.970375,52.453517,4.942099,3686,513,1960,2023-07-25,2024-04-25,2020-05-13,1,0,0,0,76.5,17.8
RD-AMS-1113,Centrumstraat,Highway/Expressway,Amsterdam,Netherlands,Centrum,24.8,4,140,8133,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Semi-Actuated,Private,52.3073,4.930122,52.326447,4.94511,4505,447,1992,2022-06-01,2025-03-30,2020-03-04,1,1,1,2,75.8,20.5
RD-AMS-1114,Jordaanstraat,Highway/Expressway,Amsterdam,Netherlands,Jordaan,33.6,4,120,8090,1,0,0,0,0,1,0,0.0,EUR,0,0.0,Excellent,LED,Fixed Timer,Municipal,52.40657,4.953365,52.379166,4.962701,12193,1081,1997,2023-05-31,2024-12-12,2021-08-18,1,0,1,0,57.9,420.9
RD-AMS-1115,Oud-Westlaan,Collector Road,Amsterdam,Netherlands,Oud-West,3.9,4,50,4918,0,1,1,1,0,1,0,0.0,EUR,0,0.0,Fair,Halogen,Fixed Timer,Federal,52.434733,4.850444,52.445502,4.857016,11315,1224,1986,2023-04-13,2024-11-14,2020-08-09,0,0,0,0,71.5,35.0
RD-AMS-1116,Watergraafsmeerweg,Collector Road,Amsterdam,Netherlands,Watergraafsmeer,4.9,2,40,2576,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Under Repair,Solar LED,Actuated,State/Provincial,52.428981,4.903131,52.427302,4.915142,2040,272,1970,2021-12-17,2025-03-26,2022-02-05,0,1,1,4,84.6,2.4
RD-AMS-1117,Watergraafsmeerstraat,Local Street,Amsterdam,Netherlands,Watergraafsmeer,2.3,1,50,830,0,1,1,0,0,1,0,0.0,EUR,0,0.0,Good,Solar LED,Actuated,National,52.338624,4.937681,52.325022,4.96302,900,122,1950,2021-12-11,2025-03-03,2023-06-17,1,1,0,0,66.4,42.1
RD-AMS-1118,A416,Local Street,Amsterdam,Netherlands,Oud-Zuid,2.6,2,50,1557,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,None,Adaptive SCOOT,Federal,52.428692,4.886598,52.427924,4.860122,1446,174,1984,2022-08-13,2025-03-16,2021-03-31,1,0,0,0,57.9,6.4
RD-AMS-1119,Ring A914,Highway/Expressway,Amsterdam,Netherlands,Oud-Zuid,12.3,6,80,12059,1,0,0,1,1,1,0,0.0,EUR,0,0.0,Under Repair,Solar LED,Adaptive SCOOT,State/Provincial,52.346514,4.843645,52.359808,4.849599,8926,956,2002,2023-07-04,2025-01-21,2021-09-11,1,0,1,0,70.6,150.1
RD-AMS-1120,S166,Arterial Road,Amsterdam,Netherlands,Oud-Zuid,9.9,4,80,6564,1,0,0,1,1,0,0,0.0,EUR,0,0.0,Excellent,None,Adaptive SCOOT,State/Provincial,52.322916,4.983634,52.320285,4.993095,4423,608,1950,2023-01-17,2024-09-28,2023-02-12,0,1,0,5,63.9,1.1
RD-AMS-1121,Centrumweg,Local Street,Amsterdam,Netherlands,Centrum,1.6,1,40,724,0,1,1,0,1,1,0,0.0,EUR,0,0.0,Good,Solar LED,Adaptive SCOOT,Federal,52.356295,4.949473,52.356199,4.941809,1235,169,1953,2022-10-11,2024-04-17,2023-12-11,0,0,0,0,61.0,10.8
RD-AMS-1122,Jordaanstraat,Toll Road,Amsterdam,Netherlands,Jordaan,56.7,8,120,16641,0,0,1,0,1,0,1,15.0,EUR,0,0.0,Good,LED,Adaptive SCOOT,Municipal,52.432871,4.891147,52.41399,4.901014,17170,1954,1970,2021-12-01,2024-12-22,2022-07-12,1,0,1,0,81.6,354.4
RD-AMS-1123,Oud-Weststraat,Local Street,Amsterdam,Netherlands,Oud-West,2.2,2,50,1421,0,0,1,0,0,1,0,0.0,EUR,0,0.0,Good,Halogen,Semi-Actuated,Private,52.302041,4.973309,52.33195,4.982505,1999,257,1996,2022-11-28,2024-06-30,2023-09-11,0,0,0,0,64.3,21.3
RD-AMS-1124,De Pijpstraat,Boulevard,Amsterdam,Netherlands,De Pijp,6.3,8,50,12173,0,0,0,0,0,1,0,0.0,EUR,0,0.0,Fair,Halogen,Adaptive SCOOT,Private,52.424221,4.963054,52.428326,4.98931,15251,1347,1964,2023-07-25,2024-11-08,2020-08-18,1,1,0,2,80.0,324.4
RD-AMS-1125,A898,Boulevard,Amsterdam,Netherlands,Oud-Zuid,4.0,4,60,6097,1,1,1,1,1,1,0,0.0,EUR,0,0.0,Good,None,Semi-Actuated,Municipal,52.412616,4.835687,52.437465,4.83183,4127,574,2008,2022-11-06,2024-07-12,2020-04-02,0,1,0,8,78.6,16.1
RD-AMS-1126,Ring A616,Collector Road,Amsterdam,Netherlands,Centrum,4.6,2,40,2560,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Fair,Sodium Vapor,Semi-Actuated,Private,52.430243,4.867942,52.421145,4.875826,3533,348,1978,2022-08-31,2024-06-29,2020-11-21,1,1,0,7,80.3,7.9
RD-AMS-1127,Oud-Zuidlaan,Local Street,Amsterdam,Netherlands,Oud-Zuid,1.8,1,20,710,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,Sodium Vapor,Semi-Actuated,State/Provincial,52.314189,4.85193,52.294142,4.83875,1095,135,1974,2022-11-10,2024-07-24,2023-11-25,0,0,1,0,62.5,22.2
RD-AMS-1128,Jordaanstraat,Highway/Expressway,Amsterdam,Netherlands,Jordaan,21.3,4,80,7975,0,0,0,1,0,0,0,0.0,EUR,0,0.0,Fair,None,Fixed Timer,Federal,52.403113,4.842349,52.39126,4.851775,5143,757,1980,2022-06-18,2024-05-25,2022-04-19,1,1,1,1,83.6,174.2
RD-AMS-1129,Slotermeerlaan,Ring Road,Amsterdam,Netherlands,Slotermeer,51.8,6,100,11831,0,0,1,0,1,1,0,0.0,EUR,0,0.0,Good,None,None,Private,52.386413,4.836794,52.41284,4.809481,13449,1639,1969,2022-11-02,2024-12-22,2020-09-09,1,1,1,6,82.4,130.9
RD-MEX-1130,Anillo Periférico,Boulevard,Mexico City,Mexico,Narvarte,4.8,4,40,5982,1,0,1,1,0,1,0,0.0,MXN,0,0.0,Excellent,LED,Fixed Timer,Private,19.415992,-99.137831,19.388978,-99.142408,10401,1197,1970,2021-10-25,2024-12-17,2021-10-23,1,0,0,0,59.0,80.5
RD-MEX-1131,Blvd. Coyoacán,Arterial Road,Mexico City,Mexico,Coyoacán,14.1,6,60,9616,0,0,1,1,0,0,0,0.0,MXN,0,0.0,Good,Sodium Vapor,Fixed Timer,Federal,19.422442,-99.086896,19.440138,-99.109519,6652,642,2001,2022-07-30,2024-08-23,2023-05-02,0,0,0,0,67.8,142.2
RD-MEX-1132,Periférico,Highway/Expressway,Mexico City,Mexico,Del Valle,38.5,4,100,8193,1,0,0,1,0,0,1,12.0,MXN,0,0.0,Under Repair,Halogen,Fixed Timer,Federal,19.400108,-99.114552,19.387073,-99.132461,11171,1349,1998,2023-02-07,2024-07-05,2020-04-20,1,1,1,3,66.6,102.6
RD-MEX-1133,Periférico,Highway/Expressway,Mexico City,Mexico,Tlalpan,10.7,8,120,15969,1,0,1,1,1,0,0,0.0,MXN,0,0.0,Good,None,Actuated,Private,19.416527,-99.1555,19.445317,-99.138654,14716,1869,1950,2022-02-21,2025-02-26,2021-01-10,1,1,1,7,76.4,125.2
RD-MEX-1134,Periférico,Boulevard,Mexico City,Mexico,Iztapalapa,7.9,6,40,8935,0,0,1,1,0,0,0,0.0,MXN,0,0.0,Fair,LED,Fixed Timer,State/Provincial,19.456334,-99.151273,19.430797,-99.153347,8429,771,2017,2021-12-17,2024-11-10,2020-02-29,0,0,0,0,82.0,398.3
RD-MEX-1135,Av. Narvarte,Collector Road,Mexico City,Mexico,Narvarte,5.6,2,60,2499,0,1,1,0,0,1,0,0.0,MXN,0,0.0,Under Repair,Halogen,Semi-Actuated,Private,19.38423,-99.063414,19.406275,-99.042594,6543,897,1981,2022-06-08,2024-05-29,2022-09-19,0,0,0,0,72.9,193.3
RD-MEX-1136,Periférico,Highway/Expressway,Mexico City,Mexico,Polanco,24.7,4,130,7910,1,0,1,0,0,0,0,0.0,MXN,0,0.0,Fair,Solar LED,Fixed Timer,National,19.379539,-99.159979,19.35483,-99.168731,9009,1196,1959,2022-08-11,2024-10-06,2023-06-09,1,1,1,4,55.3,38.2
RD-MEX-1137,Paseo de la Reforma,Highway/Expressway,Mexico City,Mexico,Condesa,21.9,4,80,8036,1,0,1,1,0,0,1,3.0,MXN,0,0.0,Excellent,Sodium Vapor,Actuated,Federal,19.480973,-99.158058,19.489423,-99.181016,11157,978,1954,2022-10-31,2024-07-22,2021-07-01,1,0,1,0,71.7,438.6
RD-MEX-1138,Anillo Periférico,Local Street,Mexico City,Mexico,Coyoacán,1.5,2,40,1587,0,1,1,0,1,1,0,0.0,MXN,0,0.0,Good,Solar LED,None,Municipal,19.457748,-99.123961,19.484369,-99.141138,1793,233,1986,2022-08-19,2025-01-20,2023-06-09,0,1,0,1,56.6,15.2
RD-MEX-1139,Anillo Periférico,Toll Road,Mexico City,Mexico,Polanco,40.6,8,80,16625,0,0,1,0,0,1,1,5.0,MXN,0,0.0,Fair,Halogen,Fixed Timer,Municipal,19.442714,-99.10064,19.46671,-99.112754,35656,4178,2003,2021-12-28,2024-10-02,2020-05-06,1,1,1,4,82.5,475.6
RD-MEX-1140,Periférico,Arterial Road,Mexico City,Mexico,Roma Norte,9.6,4,70,6457,0,0,1,1,0,1,0,0.0,MXN,0,0.0,Poor,Solar LED,Fixed Timer,Federal,19.417805,-99.173531,19.443233,-99.17964,8091,715,1988,2023-05-29,2024-09-02,2022-02-25,1,0,0,0,57.2,104.0
RD-MEX-1141,Calzada Santa Fe,Arterial Road,Mexico City,Mexico,Santa Fe,7.7,4,50,6435,0,0,1,1,1,0,0,0.0,MXN,0,0.0,Fair,None,Semi-Actuated,State/Provincial,19.385184,-99.190312,19.36098,-99.190522,5795,535,1957,2022-05-15,2024-09-16,2020-08-12,0,1,0,1,70.7,136.0
RD-MEX-1142,Paseo de la Reforma,Boulevard,Mexico City,Mexico,Iztapalapa,7.5,8,50,12037,1,0,1,1,0,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,Adaptive SCOOT,National,19.411872,-99.180199,19.432618,-99.197051,11954,1021,1984,2023-04-25,2024-12-01,2023-02-09,1,1,0,3,55.5,195.3
RD-MEX-1143,Paseo de la Reforma,Local Street,Mexico City,Mexico,Iztapalapa,1.8,2,30,1314,0,0,1,0,0,1,0,0.0,MXN,0,0.0,Excellent,Sodium Vapor,Adaptive SCOOT,State/Provincial,19.359576,-99.17133,19.362092,-99.159224,1264,165,1994,2022-04-29,2025-02-04,2022-09-04,0,1,0,6,73.4,22.3
RD-MEX-1144,Paseo de la Reforma,Local Street,Mexico City,Mexico,Condesa,0.7,1,20,730,0,1,0,0,0,1,0,0.0,MXN,0,0.0,Fair,LED,Fixed Timer,National,19.445828,-99.179726,19.421711,-99.176023,916,116,1977,2022-12-12,2024-11-22,2020-07-07,1,0,0,0,59.5,43.0
RD-MEX-1145,Periférico,Ring Road,Mexico City,Mexico,Zócalo,49.7,8,100,15980,0,0,0,0,1,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,Fixed Timer,Federal,19.452871,-99.177019,19.443443,-99.159771,10420,1271,2009,2023-05-23,2024-07-29,2021-05-04,1,1,1,8,57.7,216.5
RD-MEX-1146,Blvd. Del Valle,Toll Road,Mexico City,Mexico,Del Valle,26.4,6,100,12518,0,0,1,0,1,1,1,5.0,MXN,0,0.0,Excellent,Halogen,Fixed Timer,Municipal,19.431099,-99.178861,19.414993,-99.151568,25863,3053,1975,2022-04-11,2024-09-01,2023-03-14,1,0,1,0,65.9,411.5
RD-MEX-1147,Anillo Periférico,Ring Road,Mexico City,Mexico,Santa Fe,51.0,8,120,15987,0,0,1,1,1,1,1,3.0,MXN,0,0.0,Good,Halogen,None,Municipal,19.433885,-99.093157,19.435177,-99.080094,16592,1962,1969,2022-05-13,2024-10-05,2023-02-02,1,1,1,2,73.2,260.3
RD-MEX-1148,Blvd. Tlalpan,Local Street,Mexico City,Mexico,Tlalpan,2.0,1,50,642,0,0,0,0,1,1,0,0.0,MXN,0,0.0,Poor,Sodium Vapor,Semi-Actuated,Private,19.496384,-99.121827,19.486146,-99.118009,549,47,1961,2024-01-01,2024-05-02,2023-05-09,1,1,0,0,71.1,4.2
RD-MEX-1149,Periférico,Collector Road,Mexico City,Mexico,Roma Norte,5.8,4,40,4648,0,0,1,1,1,1,0,0.0,MXN,0,0.0,Good,Halogen,Fixed Timer,Municipal,19.483428,-99.08701,19.467473,-99.08004,4634,673,1993,2022-09-26,2024-09-27,2020-03-12,0,1,0,7,64.0,41.1
RD-MEX-1150,Calzada Roma Norte,Highway/Expressway,Mexico City,Mexico,Roma Norte,30.2,6,130,12048,0,0,1,0,1,1,0,0.0,MXN,0,0.0,Excellent,Halogen,None,Federal,19.467339,-99.080628,19.440442,-99.09146,12569,1275,1976,2023-03-07,2024-08-19,2023-04-20,1,0,1,0,80.5,142.6
RD-MEX-1151,Av. Zócalo,Collector Road,Mexico City,Mexico,Zócalo,4.8,4,50,4767,0,0,0,1,0,1,0,0.0,MXN,0,0.0,Poor,Sodium Vapor,Fixed Timer,State/Provincial,19.437455,-99.126595,19.439567,-99.11693,2844,248,1978,2022-04-25,2024-06-28,2024-01-12,0,1,1,4,56.1,4.6
RD-MEX-1152,Av. Roma Norte,Ring Road,Mexico City,Mexico,Roma Norte,47.4,4,80,8192,0,0,1,1,0,1,1,1.0,MXN,0,0.0,Under Repair,Halogen,Adaptive SCOOT,Municipal,19.354783,-99.17915,19.361681,-99.183374,6721,589,1967,2023-07-23,2024-07-03,2022-09-14,1,1,1,1,60.2,27.9
RD-MEX-1153,Blvd. Polanco,Toll Road,Mexico City,Mexico,Polanco,44.3,8,100,16794,0,0,1,1,0,1,1,10.0,MXN,0,0.0,Fair,Sodium Vapor,Fixed Timer,Private,19.488695,-99.130629,19.482588,-99.148431,15554,1523,1978,2022-09-23,2025-01-05,2023-08-27,1,1,1,5,65.5,227.4
RD-MEX-1154,Periférico,Ring Road,Mexico City,Mexico,Polanco,75.9,6,80,11865,0,0,1,1,0,0,0,0.0,MXN,0,0.0,Good,Sodium Vapor,Actuated,National,19.392996,-99.140271,19.378002,-99.163151,15663,1730,2014,2022-10-24,2024-10-15,2022-05-11,1,0,1,0,61.6,15.2
RD-MEX-1155,Paseo de la Reforma,Highway/Expressway,Mexico City,Mexico,Condesa,15.2,10,130,20018,1,0,1,1,1,0,1,8.0,MXN,0,0.0,Good,Sodium Vapor,None,Federal,19.504753,-99.107646,19.483901,-99.111917,29669,2748,1963,2021-12-23,2024-05-18,2021-09-09,1,1,1,2,84.7,433.8
RD-MEX-1156,Paseo de la Reforma,Toll Road,Mexico City,Mexico,Tlalpan,51.0,8,120,16949,0,0,1,1,1,1,1,2.0,MXN,0,0.0,Fair,Halogen,Fixed Timer,Private,19.449473,-99.098949,19.4431,-99.099517,22778,2493,2013,2022-02-04,2025-01-08,2023-08-17,1,0,1,0,78.2,16.0
RD-MEX-1157,Av. Polanco,Local Street,Mexico City,Mexico,Polanco,2.1,2,30,1450,0,0,1,0,0,1,0,0.0,MXN,0,0.0,Good,None,Semi-Actuated,Municipal,19.483313,-99.208578,19.510322,-99.238331,1778,162,1985,2024-01-15,2024-05-14,2024-02-06,0,0,0,0,64.8,7.3
RD-MEX-1158,Paseo de la Reforma,Ring Road,Mexico City,Mexico,Tlalpan,50.2,8,100,16141,0,0,1,1,0,0,1,2.0,MXN,0,0.0,Poor,Sodium Vapor,Fixed Timer,Private,19.35763,-99.190759,19.365127,-99.182557,14060,1995,1959,2022-12-04,2024-09-04,2023-12-29,1,0,1,0,59.7,428.5
RD-MEX-1159,Calzada Santa Fe,Local Street,Mexico City,Mexico,Santa Fe,0.8,2,40,1542,0,0,0,0,0,1,0,0.0,MXN,0,0.0,Fair,LED,Semi-Actuated,National,19.499809,-99.198263,19.514787,-99.18363,2830,239,2004,2021-10-31,2025-02-25,2021-07-14,0,0,0,0,68.6,22.7
RD-MEX-1160,Paseo de la Reforma,Highway/Expressway,Mexico City,Mexico,Coyoacán,14.4,6,140,12102,0,0,1,1,0,0,0,0.0,MXN,0,0.0,Good,LED,Semi-Actuated,State/Provincial,19.483192,-99.108547,19.507969,-99.119634,9611,1212,1959,2023-07-15,2025-02-01,2023-12-10,1,1,1,5,74.1,451.6
RD-MEX-1161,Paseo de la Reforma,Collector Road,Mexico City,Mexico,Zócalo,3.9,2,40,2381,0,1,1,0,1,1,0,0.0,MXN,0,0.0,Good,Solar LED,None,Private,19.465123,-99.181154,19.481171,-99.186327,1970,163,2011,2023-12-30,2025-02-19,2023-05-09,0,0,0,0,82.0,3.7
RD-MEX-1162,Av. Polanco,Toll Road,Mexico City,Mexico,Polanco,53.4,6,80,12688,0,0,0,1,0,1,1,20.0,MXN,0,0.0,Good,Solar LED,Fixed Timer,National,19.394949,-99.139228,19.391709,-99.115043,13453,1124,1979,2021-12-10,2024-04-15,2024-01-26,1,0,1,0,83.9,485.4
RD-MEX-1163,Calzada Narvarte,Highway/Expressway,Mexico City,Mexico,Narvarte,27.8,6,120,11938,1,0,0,1,1,0,0,0.0,MXN,0,0.0,Excellent,None,Actuated,Private,19.362233,-99.073063,19.382729,-99.100199,8152,883,2000,2021-12-14,2024-04-15,2022-07-03,1,0,1,0,81.4,490.5
RD-MEX-1164,Blvd. Roma Norte,Local Street,Mexico City,Mexico,Roma Norte,1.8,2,30,1571,0,0,1,0,0,1,0,0.0,MXN,0,0.0,Fair,LED,Adaptive SCOOT,State/Provincial,19.498159,-99.098366,19.471401,-99.072369,2295,261,1963,2022-06-21,2025-03-11,2021-05-30,0,1,1,5,65.7,30.2
RD-MEX-1165,Anillo Periférico,Collector Road,Mexico City,Mexico,Tlalpan,3.7,4,40,4792,0,1,1,0,0,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,None,State/Provincial,19.449491,-99.059653,19.421564,-99.074775,3431,340,1950,2022-06-30,2024-11-21,2021-01-17,1,1,0,4,59.9,34.5
RD-MEX-1166,Periférico,Highway/Expressway,Mexico City,Mexico,Condesa,33.8,10,120,20117,1,0,1,1,0,1,1,12.0,MXN,0,0.0,Excellent,LED,None,Federal,19.421588,-99.196955,19.446456,-99.182845,18740,2376,1972,2023-03-29,2024-05-13,2023-04-17,1,1,1,6,80.6,186.7
RD-MEX-1167,Blvd. Coyoacán,Highway/Expressway,Mexico City,Mexico,Coyoacán,39.9,8,130,15915,1,0,1,1,1,1,1,12.0,MXN,0,0.0,Good,None,Actuated,State/Provincial,19.379517,-99.142191,19.355473,-99.17028,10735,1228,2013,2021-11-17,2024-06-20,2022-03-26,1,0,1,0,82.5,63.2
RD-MEX-1168,Paseo de la Reforma,Collector Road,Mexico City,Mexico,Zócalo,2.5,4,60,4828,0,1,1,1,1,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,Semi-Actuated,State/Provincial,19.4603,-99.076905,19.453979,-99.049072,8236,957,1969,2023-12-07,2024-05-03,2022-11-25,0,0,1,0,62.2,63.0
RD-MEX-1169,Anillo Periférico,Boulevard,Mexico City,Mexico,Coyoacán,6.8,6,50,9165,1,1,1,0,1,1,0,0.0,MXN,0,0.0,Good,Halogen,Fixed Timer,Municipal,19.374709,-99.209325,19.392752,-99.207319,10613,980,2011,2021-11-07,2024-05-24,2021-01-08,0,1,0,2,74.9,76.0
RD-MEX-1170,Calzada Roma Norte,Highway/Expressway,Mexico City,Mexico,Roma Norte,30.7,6,130,12146,0,0,1,1,1,1,0,0.0,MXN,0,0.0,Good,LED,Semi-Actuated,State/Provincial,19.419473,-99.169278,19.417348,-99.148282,20664,2696,2016,2022-04-13,2024-12-12,2023-06-24,1,0,1,0,60.3,180.5
RD-MEX-1171,Paseo de la Reforma,Highway/Expressway,Mexico City,Mexico,Santa Fe,44.4,8,140,16125,1,0,1,1,1,1,0,0.0,MXN,0,0.0,Good,Halogen,None,Private,19.38102,-99.174496,19.368017,-99.188563,25721,3849,2011,2021-12-20,2024-07-02,2024-02-06,1,1,1,5,79.2,464.1
RD-MEX-1172,Blvd. Coyoacán,Highway/Expressway,Mexico City,Mexico,Coyoacán,14.8,6,120,12103,0,0,0,1,0,1,0,0.0,MXN,0,0.0,Good,LED,Fixed Timer,National,19.376864,-99.211668,19.397807,-99.217823,21274,1942,2003,2021-12-15,2025-02-20,2023-05-09,1,0,1,0,77.2,453.4
RD-MEX-1173,Av. Polanco,Arterial Road,Mexico City,Mexico,Polanco,13.4,4,50,6276,0,0,1,1,0,0,0,0.0,MXN,0,0.0,Fair,None,Fixed Timer,Private,19.494199,-99.121623,19.477016,-99.127815,7146,900,1972,2021-11-03,2024-11-20,2023-04-02,0,1,0,4,70.6,301.3
RD-MEX-1174,Blvd. Tlalpan,Highway/Expressway,Mexico City,Mexico,Tlalpan,30.2,4,120,7844,1,0,0,1,0,0,1,8.0,MXN,0,0.0,Poor,None,Adaptive SCOOT,Private,19.495548,-99.121676,19.504741,-99.119485,9556,966,1997,2023-04-15,2024-09-11,2020-04-15,1,1,1,8,75.4,486.9
RD-MEX-1175,Anillo Periférico,Toll Road,Mexico City,Mexico,Zócalo,43.6,8,120,16716,0,0,1,1,1,1,1,25.0,MXN,0,0.0,Good,LED,None,National,19.369685,-99.088296,19.39138,-99.102198,12562,1405,1958,2022-03-31,2025-01-04,2022-06-16,1,0,1,0,61.4,489.6
RD-MEX-1176,Calzada Condesa,Local Street,Mexico City,Mexico,Condesa,0.7,2,20,1371,0,0,1,0,1,1,0,0.0,MXN,0,0.0,Good,Halogen,Actuated,State/Provincial,19.47705,-99.103591,19.473077,-99.111636,1527,178,1980,2024-03-06,2025-01-11,2022-06-23,0,1,0,5,68.7,48.6
RD-MEX-1177,Av. Narvarte,Arterial Road,Mexico City,Mexico,Narvarte,4.2,4,80,6392,1,0,1,1,0,1,0,0.0,MXN,0,0.0,Good,LED,Actuated,National,19.447478,-99.201785,19.42705,-99.181183,5187,558,1997,2024-03-17,2025-03-23,2020-03-14,0,1,0,0,59.3,444.2
RD-MEX-1178,Anillo Periférico,Toll Road,Mexico City,Mexico,Zócalo,46.5,4,100,8374,0,0,0,0,1,1,1,20.0,MXN,0,0.0,Fair,Solar LED,Semi-Actuated,Private,19.435926,-99.185404,19.429843,-99.168368,11839,1256,1981,2023-03-29,2025-03-18,2022-05-30,1,1,1,5,84.6,179.9
RD-MEX-1179,Anillo Periférico,Ring Road,Mexico City,Mexico,Narvarte,71.6,8,80,16193,0,0,1,1,1,1,1,8.0,MXN,0,0.0,Fair,Sodium Vapor,None,National,19.42856,-99.203505,19.434929,-99.232263,14899,1446,1961,2022-06-25,2024-09-09,2020-07-28,1,0,1,0,80.2,222.0
RD-MEX-1180,Calzada Iztapalapa,Boulevard,Mexico City,Mexico,Iztapalapa,7.0,8,40,11806,0,1,1,1,1,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,Fixed Timer,State/Provincial,19.466257,-99.167408,19.470604,-99.162072,12210,1241,2007,2021-11-08,2024-04-20,2022-05-10,1,1,0,5,64.2,236.7
RD-MEX-1181,Periférico,Highway/Expressway,Mexico City,Mexico,Tlalpan,19.1,4,100,7978,0,0,1,1,0,1,0,0.0,MXN,0,0.0,Excellent,None,Actuated,State/Provincial,19.386541,-99.144619,19.408207,-99.151618,4932,540,2009,2022-03-08,2024-12-03,2022-03-12,1,0,1,0,72.3,5.7
RD-MEX-1182,Blvd. Polanco,Collector Road,Mexico City,Mexico,Polanco,3.4,4,40,4683,0,1,1,0,0,1,0,0.0,MXN,0,0.0,Good,None,None,Municipal,19.502658,-99.085461,19.509714,-99.111396,3952,334,1987,2023-04-13,2024-06-10,2022-06-13,0,1,0,4,79.9,25.7
RD-MEX-1183,Paseo de la Reforma,Collector Road,Mexico City,Mexico,Iztapalapa,5.1,4,50,4819,0,0,1,0,1,1,0,0.0,MXN,0,0.0,Excellent,Solar LED,Semi-Actuated,State/Provincial,19.376762,-99.159573,19.356012,-99.184715,2681,227,2012,2022-01-14,2024-10-08,2023-01-04,0,1,0,8,78.4,39.2
RD-MEX-1184,Periférico,Boulevard,Mexico City,Mexico,Del Valle,7.8,8,40,12032,0,0,0,1,0,0,0,0.0,MXN,0,0.0,Good,None,Adaptive SCOOT,Federal,19.461034,-99.070088,19.440188,-99.071313,13456,1871,2013,2023-07-25,2024-12-16,2020-05-01,1,1,0,6,62.8,56.1
